GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8
CHLRE_01g000017v5		1,1,1,2,2	3,3,3,3,4	3,3,3,3,3	2,2,2,2,2	3,3,3,3,3	1,1,1,2,2	1,1,1,1,1	2,2,2,2,2
CHLRE_01g000033v5		0.4,0.5,0.6,0.7,0.8	0.2,0.3,0.3,0.4,0.4	0.8,0.9,1,1,1	1,1,1,1,1	1,1,2,2,2	0.6,0.6,0.7,0.8,0.9	0.2,0.2,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.2
CHLRE_01g000050v5		5,5,5,5,5	6,6,6,6,6	2,2,2,2,2	2,2,2,2,2	4,4,4,4,4	6,6,6,6,6	5,6,6,6,6	4,4,5,5,5
CHLRE_01g000100v5		3,3,3,3,3	4,4,4,4,4	2,2,2,2,2	2,2,2,2,3	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	2,2,2,2,2
CHLRE_01g000150v5		0.2,0.2,0.2,0.2,0.2	0.5,0.6,0.6,0.6,0.7	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.3,0.3,0.3	0,0,0,0,0	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.2	2,2,3,3,3
CHLRE_01g000200v5		7,7,7,8,8	7,7,7,7,7	5,5,6,6,6	6,6,6,6,6	7,7,7,7,7	6,6,6,6,6	6,6,7,7,7	5,5,5,5,5
CHLRE_01g000250v5		14,15,15,15,15	11,11,12,12,12	12,12,13,13,13	16,17,18,19,20	12,12,12,12,12	16,16,16,16,16	15,15,15,16,16	14,14,14,15,15
CHLRE_01g000300v5		22,22,23,23,23	10,10,10,11,11	12,12,12,12,12	14,14,14,14,14	18,19,19,19,19	14,15,15,15,15	13,13,13,14,14	16,17,17,17,18
CHLRE_01g000350v5		25,25,25,25,25	18,18,18,18,18	29,29,30,30,30	42,44,46,47,49	26,26,26,26,27	21,22,22,22,23	22,22,23,24,25	21,22,24,25,27
CHLRE_01g000400v5		5,5,5,5,5	19,19,20,20,20	8,8,8,8,8	5,5,5,5,5	9,9,9,9,9	7,7,7,7,7	7,7,7,7,8	12,13,13,13,13
CHLRE_01g000450v5		5,6,6,6,6	8,8,8,8,8	5,5,5,5,5	6,6,6,6,6	8,8,8,8,8	5,5,5,5,5	6,6,6,7,7	4,5,5,5,6
CHLRE_01g000500v5		0.8,0.8,0.8,0.8,0.9	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.4,0.4,0.5	2,2,2,2,2	0.5,0.6,0.7,0.8,0.9	0.4,0.5,0.5,0.6,0.6	0.6,0.6,0.6,0.6,0.6	0.1,0.2,0.2,0.2,0.2
CHLRE_01g000550v5		0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	0.4,0.4,0.4,0.4,0.4	0.4,0.4,0.5,0.5,0.5
CHLRE_01g000600v5		12,12,13,13,13	9,9,10,10,10	1,1,1,1,1	5,6,6,6,6	3,3,3,4,4	15,15,16,16,17	18,19,20,21,22	14,16,17,18,19
CHLRE_01g000650v5		4,4,4,5,5	1,1,2,2,2	0.6,0.6,0.6,0.7,0.7	0.6,0.6,0.6,0.6,0.7	19,19,19,20,20	5,5,5,6,6	7,8,8,9,10	16,16,16,16,16
CHLRE_01g000700v5		1,1,1,1,2	0.9,1,1,1,1	1,1,1,1,1	1,1,1,1,1	1,1,1,2,2	1,1,1,1,1	0.9,1,1,1,1	1,1,1,1,1
CHLRE_01g000750v5		8,8,8,9,9	3,3,3,3,3	3,3,3,3,3	4,5,5,5,5	7,8,8,8,8	6,6,6,6,6	6,6,6,7,7	3,3,3,3,3
CHLRE_01g000800v5		3,3,4,4,4	2,2,2,2,3	3,3,3,3,3	5,5,5,5,5	2,3,3,3,3	2,2,3,3,3	1,1,1,1,1	2,2,2,2,2
CHLRE_01g000850v5		51,52,52,53,53	15,15,16,16,16	24,24,24,25,25	69,70,72,73,75	30,31,31,32,33	47,48,49,50,51	41,41,42,42,43	50,50,51,52,52
CHLRE_01g000900v5		85,88,91,94,98	17,18,19,20,20	26,28,29,30,31	32,32,33,34,35	94,94,94,95,95	58,58,58,58,58	79,80,81,82,83	26,26,27,27,27
CHLRE_01g000950v5		0.2,0.2,0.2,0.2,0.2	1,1,1,1,1	0.4,0.4,0.4,0.4,0.4	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.4,0.4	0.4,0.4,0.4,0.5,0.5	0.3,0.4,0.6,0.7,0.8	1,1,1,1,1
CHLRE_01g001000v5		1,1,1,1,2	3,3,3,3,3	0,0,0,0,0	0,0,0,0,0	0.3,0.3,0.4,0.4,0.5	5,5,5,5,6	5,5,5,6,6	9,9,9,9,9
CHLRE_01g001100v5		46,46,46,47,47	63,66,68,70,72	43,44,44,45,45	25,26,26,27,28	42,43,44,45,46	53,54,56,57,59	53,56,58,60,62	72,73,74,75,76
CHLRE_01g001150v5		3,3,4,4,4	4,4,4,4,4	3,3,3,3,3	3,3,3,3,3	4,4,4,5,5	3,3,3,3,3	4,4,4,4,4	3,3,3,4,4
CHLRE_01g001200v5		3,4,4,4,4	2,2,2,2,2	3,3,3,3,3	4,5,5,5,5	5,5,5,5,5	2,2,2,2,2	2,2,2,2,2	0.7,0.7,0.8,0.8,0.8
CHLRE_01g001250v5		0.3,0.3,0.3,0.3,0.4	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.3,0.3,0.3	0.3,0.4,0.4,0.4,0.4	0.2,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1
CHLRE_01g001300v5		0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1
CHLRE_01g001350v5		3,3,3,3,3	3,4,4,4,4	1,2,2,2,2	1,1,1,1,2	2,3,3,3,3	3,3,3,4,4	5,5,5,5,5	6,6,6,6,6
CHLRE_01g001400v5		21,22,23,24,25	3,3,4,4,5	2,2,3,3,3	4,5,5,5,5	10,10,11,11,11	18,19,20,21,21	23,26,29,32,35	54,56,58,61,63
CHLRE_01g001450v5		6,6,6,6,6	0.6,0.6,0.6,0.6,0.6	0.3,0.3,0.3,0.4,0.4	0.5,0.5,0.5,0.6,0.6	2,2,2,2,2	10,10,10,10,10	10,10,10,10,11	7,7,7,8,8
CHLRE_01g001501v5		2,2,2,2,2	0.7,0.8,0.8,0.9,0.9	0.1,0.1,0.1,0.2,0.2	0.8,0.8,0.8,0.8,0.8	0.8,0.8,0.9,0.9,1	2,2,2,2,2	2,2,2,2,2	0.8,0.8,0.9,0.9,0.9
CHLRE_01g001550v5		35,35,36,36,37	5,5,5,6,6	7,8,8,8,8	30,31,31,32,32	18,18,19,19,20	27,28,29,31,32	23,23,23,23,23	11,12,13,14,15
CHLRE_01g001600v5		4,4,5,5,6	5,5,5,5,5	5,5,5,5,5	2,2,3,3,3	10,10,11,11,11	4,4,4,4,4	6,6,6,6,6	2,2,2,2,2
CHLRE_01g001650v5		2,2,2,2,2	0.4,0.4,0.4,0.5,0.5	0.2,0.2,0.2,0.2,0.3	0.5,0.5,0.5,0.5,0.6	0.8,0.8,0.8,0.8,0.8	0.9,0.9,1,1,1	1,1,1,1,1	0.3,0.4,0.6,0.7,0.8
CHLRE_01g001657v5		13,13,14,14,14	18,18,18,19,19	14,15,15,16,17	14,15,16,16,17	11,12,13,14,15	10,10,10,11,11	10,10,10,11,11	12,12,13,13,13
CHLRE_01g001664v5		4,4,4,4,4	10,10,10,10,11	6,6,6,6,6	7,7,8,8,8	4,4,5,5,5	6,7,7,7,7	6,6,6,7,7	3,4,4,4,5
CHLRE_01g001671v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_01g001678v5		13,13,13,13,13	10,10,10,10,10	8,9,9,9,9	8,8,8,8,8	21,21,21,21,21	12,12,12,12,13	13,13,13,14,14	8,8,8,8,8
CHLRE_01g001685v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g001700v5		2,2,2,2,2	1,1,1,2,2	3,3,3,4,4	4,4,4,4,4	4,4,4,4,4	0.6,0.6,0.6,0.7,0.7	0.4,0.4,0.4,0.5,0.5	0.5,0.5,0.5,0.5,0.5
CHLRE_01g001750v5		26,27,28,28,29	21,22,22,22,22	6,6,7,7,7	25,26,26,26,26	14,14,14,14,14	30,30,30,30,31	25,26,26,27,28	33,34,35,36,37
CHLRE_01g001800v5		18,18,18,18,18	7,7,7,7,7	4,5,5,5,5	9,9,9,9,9	13,14,14,14,14	15,15,15,15,15	16,16,17,17,18	8,8,8,8,8
CHLRE_01g001950v5		6,6,7,7,7	4,4,4,4,4	4,4,4,5,5	6,6,6,6,6	6,6,6,6,6	5,5,5,5,5	6,6,6,6,6	6,6,7,7,7
CHLRE_01g001983v5		28,29,30,31,32	13,14,14,15,16	23,23,23,24,24	27,27,27,27,27	21,21,22,22,22	19,19,19,19,19	17,18,19,19,20	26,26,27,28,29
CHLRE_01g002050v5		7,7,7,7,8	10,11,12,13,15	16,16,16,16,16	8,8,8,8,8	4,4,5,5,5	5,6,6,6,6	6,6,6,6,7	14,15,16,16,17
CHLRE_01g002100v5		5,5,5,5,5	6,6,6,6,6	3,4,4,4,4	4,4,4,4,5	5,5,5,5,5	5,5,5,5,5	5,5,5,5,5	4,4,4,4,4
CHLRE_01g002150v5		2,3,3,3,4	3,3,3,3,3	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0.9,0.9,0.9,0.9,0.9	9,9,9,9,9	5,6,7,8,9	11,11,12,13,14
CHLRE_01g002200v5		55,58,61,64,67	44,44,45,45,46	14,15,15,15,15	33,33,34,35,35	30,30,31,31,32	61,64,67,70,73	66,66,67,68,69	66,66,66,67,67
CHLRE_01g002201v5		1,1,2,2,2	1,1,1,1,1	0.3,0.3,0.3,0.4,0.4	0.8,0.8,0.9,0.9,1	0.7,0.7,0.7,0.8,0.8	2,2,2,2,2	2,2,2,2,2	1,2,2,2,2
CHLRE_01g002203v5		0.1,0.1,0.1,0.1,0.2	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.4,0.4,0.4
CHLRE_01g002227v5		3,3,3,3,4	3,3,3,3,3	2,2,2,2,2	3,3,4,4,4	2,2,2,3,3	4,4,4,4,4	3,3,3,3,3	2,2,2,3,3
CHLRE_01g002234v5		2,2,2,3,3	2,2,2,3,3	2,2,2,2,2	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2
CHLRE_01g002250v5		23,23,23,23,23	2,2,2,2,2	4,4,4,4,4	14,15,15,15,15	9,9,10,10,10	10,10,10,11,11	4,4,4,5,5	3,3,3,3,3
CHLRE_01g002300v5		468,471,474,478,481	1124,1131,1137,1143,1150	744,752,760,768,777	372,373,374,375,376	693,693,693,693,693	498,504,510,516,522	340,355,371,386,402	745,757,769,781,793
CHLRE_01g002350v5		10,11,11,11,11	18,18,19,19,19	11,12,12,12,12	7,7,7,8,8	12,13,13,14,14	11,12,12,13,14	11,11,11,11,12	16,16,16,16,16
CHLRE_01g002400v5		4,5,5,5,5	13,13,14,14,14	14,14,14,15,15	9,9,9,9,9	6,6,6,6,6	5,5,5,5,5	6,7,7,7,7	5,6,6,6,6
CHLRE_01g002451v5		4,4,4,5,5	13,14,14,15,16	9,11,12,14,16	8,9,10,11,12	4,4,4,5,5	4,4,5,5,6	7,8,8,8,8	6,6,6,6,6
CHLRE_01g002500v5		198,207,215,224,232	90,91,92,93,94	153,154,154,155,155	380,394,408,422,436	136,139,143,146,149	223,223,224,224,225	212,214,217,220,223	204,206,207,208,209
CHLRE_01g002550v5		22,22,23,23,24	6,6,6,6,6	5,5,6,6,6	9,9,9,9,9	21,21,21,21,21	16,16,17,17,17	15,15,15,16,16	7,7,7,7,7
CHLRE_01g002600v5		0.4,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.2,0.2	0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.2	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.3,0.3,0.4	0.2,0.2,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.1
CHLRE_01g002650v5		0,0,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.2	0,0.1,0.1,0.1,0.1	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.4,0.4,0.5,0.5,0.6	0.3,0.4,0.4,0.4,0.5	0.3,0.4,0.4,0.4,0.5
CHLRE_01g002700v5		2,2,2,2,2	4,4,4,4,4	3,3,3,3,4	2,2,2,2,2	4,4,4,4,4	3,3,3,3,3	4,4,4,4,4	4,4,4,4,4
CHLRE_01g002750v5		0.8,0.8,0.8,0.8,0.9	1,1,1,2,2	0.6,0.8,0.9,1,1	0.6,0.7,0.7,0.7,0.7	1,1,1,1,2	0.9,1,1,1,1	1,1,1,1,1	0.3,0.4,0.6,0.7,0.9
CHLRE_01g002787v5		0.6,0.6,0.6,0.6,0.7	0.7,0.7,0.7,0.7,0.7	0.3,0.3,0.4,0.4,0.4	0.6,0.6,0.6,0.6,0.6	0.6,0.6,0.6,0.6,0.6	0.5,0.5,0.5,0.6,0.6	0.7,0.7,0.7,0.8,0.8	0.8,0.8,0.8,0.8,0.8
CHLRE_01g002824v5		0.5,0.5,0.6,0.6,0.7	0.7,0.7,0.7,0.7,0.7	0.3,0.3,0.3,0.4,0.4	0.5,0.6,0.6,0.6,0.6	0.6,0.6,0.6,0.6,0.6	0.6,0.6,0.7,0.7,0.8	0.6,0.6,0.6,0.6,0.7	0.5,0.5,0.6,0.7,0.7
CHLRE_01g002861v5		3,4,4,4,4	5,5,5,5,5	2,2,2,2,2	3,3,3,3,3	3,3,3,3,4	4,4,4,4,4	4,4,4,4,5	5,5,5,5,5
CHLRE_01g002900v5		85,87,89,90,92	0.3,0.3,0.3,0.3,0.4	2,2,2,2,2	16,17,18,19,19	52,54,55,56,57	48,50,52,53,55	48,49,50,51,52	2,3,3,4,4
CHLRE_01g002950v5		9,10,10,10,10	9,10,10,10,10	5,5,5,5,5	7,8,8,8,8	9,9,9,10,10	10,10,10,10,10	9,9,10,10,10	6,6,7,7,7
CHLRE_01g003000v5		2,2,2,2,3	3,3,3,3,3	1,1,1,1,1	0.8,0.8,0.8,0.8,0.8	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,3
CHLRE_01g003050v5		2,2,2,2,2	2,2,2,3,3	1,1,1,1,1	1,1,1,1,1	1,1,1,1,1	3,3,3,3,3	3,3,3,3,3	5,5,5,5,5
CHLRE_01g003100v5		0,0,0.1,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2
CHLRE_01g003150v5		6,6,6,6,6	5,5,5,5,6	4,4,4,4,4	5,5,5,5,5	5,5,5,5,6	5,5,5,6,6	7,7,7,7,7	3,4,4,4,4
CHLRE_01g003200v5		8,8,8,8,8	7,8,8,8,8	12,12,13,13,13	15,16,16,17,17	9,9,10,10,10	7,7,7,7,7	4,5,5,6,7	2,2,2,2,2
CHLRE_01g003250v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g003300v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0
CHLRE_01g003376v5		7,7,7,8,8	9,9,10,10,10	2,3,3,3,3	6,6,7,7,7	0.7,0.8,0.9,1,1	9,9,10,10,10	8,8,8,9,9	6,6,7,7,7
CHLRE_01g003450v5		5,5,5,5,5	5,5,6,6,7	4,4,4,4,4	3,3,3,3,4	3,3,3,3,3	6,6,6,6,6	6,6,6,6,6	4,4,4,5,5
CHLRE_01g003463v5		4,5,5,5,6	24,24,25,26,27	4,4,4,4,4	2,2,2,2,2	4,4,4,4,4	14,14,15,15,16	16,17,18,19,20	26,27,28,29,30
CHLRE_01g003475v5		0,0,0.1,0.1,0.1	0.3,0.3,0.3,0.4,0.4	0.2,0.2,0.2,0.3,0.3	0.2,0.2,0.3,0.3,0.3	0.3,0.3,0.3,0.4,0.4	0.2,0.2,0.2,0.3,0.3	0.2,0.2,0.3,0.3,0.4	0.2,0.2,0.2,0.2,0.2
CHLRE_01g003487v5		6,7,7,7,7	4,4,4,4,4	3,3,3,3,3	4,4,4,4,4	5,5,5,5,5	7,7,7,8,8	7,7,7,7,7	5,6,6,7,7
CHLRE_01g003500v5		3,3,3,3,3	4,4,4,4,4	4,4,4,4,4	2,2,2,2,2	4,4,4,4,4	2,2,2,3,3	3,3,3,3,3	3,3,3,3,3
CHLRE_01g003508v5		4,4,5,5,5	1,1,1,1,1	0.9,1,1,2,2	2,2,3,3,3	3,3,3,3,4	3,4,4,4,4	3,3,4,4,4	1,1,1,1,1
CHLRE_01g003516v5		13,13,13,13,13	3,4,4,4,4	4,4,4,4,4	7,7,7,7,7	9,10,10,10,10	9,9,9,9,10	9,9,9,10,10	3,4,4,4,4
CHLRE_01g003524v5		30,30,30,30,30	3,3,3,3,3	4,4,4,4,4	10,11,11,11,11	23,23,23,23,23	20,20,20,20,21	18,18,18,18,19	4,4,4,4,4
CHLRE_01g003532v5		5,5,5,5,6	1,1,1,1,1	1,1,1,1,1	2,2,2,3,3	4,4,4,4,5	3,3,4,4,4	3,3,3,3,3	0.8,0.8,0.9,0.9,0.9
CHLRE_01g003541v5		0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g003550v5		4,4,4,4,4	4,4,4,4,4	8,8,9,9,9	11,11,11,11,11	8,8,9,9,9	3,3,4,4,4	3,3,4,4,4	2,2,2,2,2
CHLRE_01g003600v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g003650v5		13,13,13,13,13	16,16,16,16,16	10,10,10,10,11	7,7,7,7,7	14,15,15,15,16	14,15,15,15,15	15,15,16,16,16	18,19,20,21,22
CHLRE_01g003700v5		2,2,2,2,2	2,2,2,2,2	0.9,1,1,1,1	0.6,0.6,0.6,0.6,0.7	1,1,1,2,2	3,3,3,3,3	2,2,2,3,3	2,2,2,3,3
CHLRE_01g003751v5		1,1,1,1,1	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.4,0.4,0.4	1,1,1,1,1	0.9,0.9,1,1,1	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
CHLRE_01g003800v5		2,2,2,2,2	5,5,5,5,5	3,3,3,3,3	3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2
CHLRE_01g003826v5		6,6,6,6,6	15,15,16,16,16	11,11,11,11,11	9,9,10,10,10	7,7,7,7,7	7,7,7,8,8	6,7,7,7,8	6,6,7,7,7
CHLRE_01g003850v5		11,11,11,12,12	31,31,32,32,33	33,33,34,35,35	22,23,23,23,23	22,22,23,23,24	10,10,11,11,11	8,8,8,8,8	6,6,7,7,7
CHLRE_01g003950v5		0.4,0.5,0.5,0.6,0.6	0.3,0.3,0.3,0.3,0.4	0.3,0.3,0.3,0.4,0.4	1,1,2,2,2	0.2,0.2,0.2,0.2,0.3	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.3,0.4	0.2,0.2,0.2,0.2,0.2
CHLRE_01g004000v5		25,25,25,25,25	26,26,26,27,27	32,33,34,36,37	42,43,43,44,45	30,31,32,33,33	24,25,25,26,27	20,21,21,21,22	25,26,27,28,29
CHLRE_01g004050v5		0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0.2,0.2,0.3,0.3,0.3	0.2,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0,0,0,0,0
CHLRE_01g004124v5		21,21,21,21,21	8,8,8,8,8	10,10,10,10,10	12,12,12,12,12	17,17,17,17,17	12,12,12,12,12	10,10,11,11,11	6,6,7,7,7
CHLRE_01g004157v5		0.6,0.6,0.6,0.6,0.7	2,2,2,2,2	0.9,0.9,0.9,1,1	0.3,0.3,0.3,0.3,0.3	1,1,1,1,1	0.4,0.4,0.5,0.5,0.5	0.5,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.5,0.5
CHLRE_01g004200v5		8,8,8,8,8	2,3,3,3,3	1,2,2,2,2	4,4,4,5,5	6,6,6,6,7	6,6,6,7,7	7,7,7,7,7	4,4,4,4,4
CHLRE_01g004250v5		138,140,141,143,144	18,19,20,20,21	22,24,25,27,28	62,63,63,64,64	100,101,102,104,105	109,112,115,118,121	103,106,108,111,114	37,38,39,39,40
CHLRE_01g004300v5		140,141,142,143,145	54,54,55,56,56	37,37,38,38,39	149,149,150,151,152	35,37,38,40,41	129,130,132,134,136	102,105,109,112,116	117,121,125,130,134
CHLRE_01g004350v5		14,15,15,16,16	22,24,26,27,29	31,31,31,31,31	20,20,21,21,22	22,22,22,23,23	15,15,15,16,16	21,22,22,23,23	35,36,38,40,41
CHLRE_01g004400v5		48,49,49,50,50	7,7,7,7,7	2,2,2,2,2	5,5,5,6,6	21,21,22,23,23	89,90,91,92,94	83,85,86,88,89	92,98,105,111,118
CHLRE_01g004450v5		50,50,51,51,51	30,31,32,34,35	50,51,52,54,55	83,84,86,87,89	22,22,22,22,22	56,56,57,57,58	47,50,52,54,57	78,79,81,82,84
CHLRE_01g004500v5		128,130,132,134,136	72,75,79,82,86	144,145,146,147,148	230,232,235,237,239	112,112,112,112,112	104,106,107,108,110	83,87,91,95,99	113,119,124,129,135
CHLRE_01g004550v5		27,28,28,29,30	2,2,2,3,3	3,3,3,3,3	9,9,9,10,10	19,20,20,21,21	19,19,19,19,19	19,19,20,20,20	3,3,3,3,3
CHLRE_01g004600v5		11,11,11,11,11	21,21,21,21,21	14,14,15,15,16	12,12,12,13,13	22,22,22,23,23	10,11,11,12,12	12,12,12,12,12	13,13,14,14,14
CHLRE_01g004651v5		14,15,15,15,16	2,2,2,3,3	4,4,4,4,4	4,4,5,5,5	19,19,19,19,19	13,14,14,14,14	19,20,20,21,21	2,2,2,3,3
CHLRE_01g004700v5		2,2,2,2,2	2,2,2,2,3	3,4,4,4,4	5,5,6,6,6	1,2,2,2,2	1,2,2,2,2	2,2,2,2,2	2,2,2,2,2
CHLRE_01g004750v5		0.2,0.2,0.2,0.2,0.2	0.3,0.3,0.4,0.4,0.4	0.3,0.4,0.4,0.4,0.4	0,0,0,0,0	7,7,7,8,8	0.1,0.1,0.1,0.1,0.1	0,0.1,0.1,0.1,0.2	0,0,0,0,0
CHLRE_01g004800v5		33,34,35,36,37	28,30,31,33,35	41,42,43,44,45	34,35,36,38,39	46,47,47,48,48	32,33,34,35,36	35,35,36,37,37	32,34,35,37,38
CHLRE_01g004850v5		1,1,1,1,1	1,1,1,2,2	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2
CHLRE_01g004900v5		10,10,10,10,10	42,43,44,45,46	34,35,36,37,38	14,14,14,15,15	47,48,48,48,48	13,13,14,14,14	24,25,25,25,26	31,34,37,40,43
CHLRE_01g004926v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0.1,0.1	0,0,0.1,0.1,0.2	0,0,0,0,0
CHLRE_01g004950v5		26,26,27,28,28	32,33,34,35,36	22,22,22,22,22	23,23,23,24,24	58,60,62,64,66	31,31,31,31,31	28,29,31,32,33	37,37,37,37,37
CHLRE_01g005001v5		12,12,12,12,12	12,12,12,12,13	10,10,10,10,10	11,11,12,12,12	20,20,20,20,20	11,12,12,13,13	11,11,11,11,11	11,12,12,13,13
CHLRE_01g005050v5		106,111,115,120,124	257,258,258,258,259	121,127,133,138,144	90,95,99,104,109	227,232,238,243,248	175,183,191,198,206	179,190,201,212,223	268,282,296,310,324
CHLRE_01g005100v5		8,8,8,9,9	4,4,4,4,4	4,5,5,5,5	5,5,5,6,6	8,8,9,9,9	6,6,6,6,6	5,5,6,6,6	2,2,3,3,3
CHLRE_01g005126v5		0,0,0,0,0	0,0,0,0,0	0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0.1,0.1,0.1	0.1,0.1,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0
CHLRE_01g005150v5		42,43,44,45,45	64,66,68,70,72	93,95,96,98,100	67,67,67,68,68	86,87,87,88,89	32,32,33,33,34	33,35,37,38,40	42,46,50,54,58
CHLRE_01g005200v5		2,2,2,2,2	2,2,2,2,2	0.8,0.9,1,1,1	1,1,1,1,1	5,5,5,5,5	2,2,2,2,2	2,2,2,2,2	0.7,0.7,0.7,0.7,0.7
CHLRE_01g005250v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g005300v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g005350v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_01g005400v5		2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	0.2,0.3,0.3,0.3,0.4	0.8,0.8,0.9,0.9,0.9	2,2,2,2,2	2,2,2,2,2	1,1,1,1,1	0.3,0.3,0.3,0.4,0.4
CHLRE_01g005450v5		87,87,88,88,88	11,12,12,13,13	12,12,12,13,13	32,33,34,35,35	66,67,68,68,69	66,67,68,70,71	71,72,72,73,74	15,16,17,18,19
CHLRE_01g005500v5		8,8,8,8,8	13,14,14,14,14	9,9,9,9,9	7,7,7,7,7	11,11,11,12,12	10,11,11,11,11	12,12,12,12,13	11,11,12,12,12
CHLRE_01g005534v5		7,7,7,7,7	2,2,3,3,3	2,2,2,2,2	3,3,3,3,3	8,8,8,9,9	6,7,7,7,7	5,5,6,6,6	2,2,2,2,2
CHLRE_01g005543v5		0.3,0.3,0.3,0.3,0.3	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0.1,0.2,0.3,0.4,0.5	0.2,0.4,0.6,0.7,0.9	0.1,0.2,0.3,0.4,0.5
CHLRE_01g005550v5		10,10,11,11,12	9,10,10,11,11	6,6,6,6,6	9,9,9,10,10	11,11,12,12,12	11,11,12,12,13	10,10,11,11,12	9,9,10,10,11
